2.4221,0,0.037106,0,0.15418,-0.25379,0,0,-0,0,-0,-0,-0,0,0,0,-0.0067737,0.014309,0.041181,-0.064252,0.002128,-0,0.33023,0.0071819,0,0.082851,-0,-0,0.19902,0.29987,0.32144,0,-0,-0,0,0.0058725,-0,-0.098747,-0.0086789,0,0.31115,0.18499,-0,0.0066757,0,0,-0.31016,-0,-0,0.13368,-0.47863,0,0.078054,0.12462,-0,-0,-0,-0,-0.26179,0.18568,0.048395,-0,-0,-0,-0,-0,0.04477,0.085749,-0,-0,-0,-0,0,-0,0,-0,0,0.065034,-0,0,-0,0.44029
0,2.2727,0,0,0.33216,0.081344,0.13385,-0.13711,0.38583,0,-0,0,-0.027148,-0,0.057915,-0.053268,-0,-0,0,0.084459,-0,-0,0.14763,0,0,0,0,-0,-0,0.14899,-0.099408,0.082341,-0.43584,-0.35247,-0.34985,-0,-0.12585,0.26661,0.12848,0,0,-0.021415,0,-0,-0,-0,0.041186,0,-0,-0.20546,0,-0,-0,-0,-0.23686,0,0,0.18763,-0,-0.3672,-0,-0.045644,-0.015103,-0,-0,-0,0,-0,-0,-0,0.10898,-0,0.068952,-0,-0,-0,-0,0.031659,0.051039,0.070392,-0.11014,-0
0.037106,0,1.3706,0,-0.023094,-0.13749,0,0,0.12435,0.28786,0,0,0,-0.0044334,0,0.061612,0,-0,0,0,0,0,0.056189,0,0,-0.013195,-0,0,0,0,-0.0051242,0,0,0,0,0,-0.066598,0,0.097317,0.015078,-0.069822,0,0,-0.054063,-0,-0,-0,0,0,0,-0.27935,0.0092726,0,0,0.068941,0,0.20526,-0,0,-0,-0,-0,-0,0,-0.18562,0,-0,0.02774,-0.51796,-0,-0.011431,0,-0,-0,0.025819,0.21383,-0,-0,0,0,-0,0
0,0,0,2.4693,0,-0.1726,0,0,-0.073976,0,-0.057664,0.048245,-0.16912,-0,0,0,-0,-0,0,-0,0,-0.45388,0,-0,-0,0,0,0,0.35396,0.4043,0.21843,-0,-0.093653,-0,0,0,0,-0,0.16092,0.021635,0,-0,-0,-0,-0.077128,-0.1125,-0,0.041657,0,-0,-0,0.08524,-0,-0,-0,0,0.35456,-0,-0,0.43796,-0.13423,0,0,-0.29313,-0,-0,0,0.041367,0.35534,-0,-0.16487,-0,0,0.022694,-0.0090713,-0.28596,0,0.15608,-0,0,-0,-0
0.15418,0.33216,-0.023094,0,2.3805,-0.063958,0,0.084416,0,0,-0.029901,-0.097936,0,0,-0.0057458,0,0,0,-0,0,-0.23531,-0.013038,0,-0,0,0.04488,0,0.36557,0,-0,-0,0,0,-0,0.066833,-0.43126,0.22475,0,0,0.31137,-0,-0,0,-0,-0.20554,-0,-0,-0,-0.10695,0.17107,-0,0,0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0.093168,-0,-0,-0,-0,0.033543,-0,0.20697,-0.22366,-0,-0.03055,-0.26743,-0.22679,0,0.49448,-0.26097
-0.25379,0.081344,-0.13749,-0.1726,-0.063958,2.021,0,0,-0.078364,0,-0.037995,0,-0.082044,0,0,0,0.27888,0,0,0,0,-0.15913,0.025695,-0,-0,0.064133,0,-0,0,0.16385,0.11392,-0,-0,-0,0,0,0,-0.20135,-0.12933,-0,0,0,-0.2203,-0,-0.18295,-0.031953,-0.11708,-0,-0,0.092513,-0.12757,-0,-0,0.3366,-0,-0,0,-0,-0,-0,-0,0.0059069,-0,-0.28103,-0,0.014034,-0,0.10259,-0.30856,-0,-0,-0,-0,-0,-0.096417,-0,-0,0.15498,-0,0,0.031205,-0
0,0.13385,0,0,0,0,2.3991,0,0,0,0.038385,-0,0,0,0,0.040492,0,-0.73455,0,-0.075711,0,-0.032915,0.11412,-0,0,0,-0,0,-0,-0.07168,0.12561,-0,0,-0,-0,0.085465,-0,-0,-0,0.14569,-0.37652,-0,0,0,-0,-0,-0,0.32495,-0,-0,-0,-0.0032769,0.078173,-0.17322,0,0,-0.12741,-0.53651,0,0.29189,-0.18271,-0,0.16424,-0.30777,-0,-0,0.056374,-0,0,-0,-0,0.21181,-0,-0,-0,-0,0.26728,-0,-0,0,-0,-0
0,-0.13711,0,0,0.084416,0,0,2.3458,-0.27328,0,-0.24771,-0,-0.085405,-0,0,0,0,-0.050698,0,0,0,0.27921,-0,0.22382,0,0,0,0.27625,0,0,0,-0.06849,-0,0,-0.079236,0,0,0.063992,-0,-0,0,-0.24734,0,-0,-0,-0,-0,-0.26605,0,-0,-0.062837,0.036585,0,-0.008658,-0.44228,0,-0,-0,-0,-0,0,-0.42828,0,-0,-0,0.26728,0.076539,-0.2047,0,-0,-0,-0,-0,-0.53686,-0,0.35061,0.21219,-0,0.064183,0,-0,-0
-0,0.38583,0.12435,-0.073976,0,-0.078364,0,-0.27328,2.269,0,-0.38119,0.27091,-0.085971,-0.14017,0,0,0.092594,-0.23123,-0,-0.021114,-0,-0,-0.14836,0,-0,-0,0,0,0,0,-0,-0,0.14196,-0,-0,-0,-0,0,-0.048901,-0,-0,-0,0,-0.058708,-0.10019,-0.062197,-0,0,0,0,0,0.18242,-0,-0,-0,0,-0,-0,-0,0.44371,0,-0,0.0049025,-0.18076,0.075134,0.26518,0.24705,-0,0,-0,-0,-0,-0.20875,0,-0,-0.20999,0.23554,0,-0,0.0056041,-0,-0.077273
0,0,0.28786,0,0,0,0,0,0,1.9187,0.02203,0.083576,-0.12267,0,0,0,0.05572,-0,0,0,0,0.0031221,0,0,-0.20383,0,-0.16962,0,0,0.096845,-0,0.20782,0.18825,0,-0.05517,-0,-0.11753,0,-0,-0,-0.11423,0,0,-0,-0,-0.0086188,-0,0,-0.31776,-0.016799,0,-0,-0.26787,0.091206,0.19885,0.073601,0.059894,0.35578,0,-0,0.27577,0.0070867,0.29184,-0,-0,-0,0.15974,0,-0,-0,-0,-0,-0,0.069092,-0,0,-0,-0,-0,-0.11239,-0,-0
-0,-0,0,-0.057664,-0.029901,-0.037995,0.038385,-0.24771,-0.38119,0.02203,2.278,0,0,-0.11353,-0.041547,0,-0,-0,-0.1444,-0,0,-0,-0.012779,-0,0,0,0,0,0.075707,0,0.12524,-0.16144,0,0,0.40366,-0.12639,0.038119,-0.0094824,-0.32716,-0,0.19322,-0.18625,0,0,-0.072833,-0,-0,-0.27973,-0,0.011264,0,-0,0,-0,-0.018145,0,0.19416,-0,-0.063625,0.12855,0,-0.13002,-0,-0,-0.10351,0.016236,-0.088944,-0.030396,-0,-0,-0,-0.14634,-0.37863,-0,-0.33437,0,0,-0,-0,0,-0,-0.0092748
-0,0,0,0.048245,-0.097936,0,-0,-0,0.27091,0.083576,0,2.0585,0,0,0,0.01798,0,0,0,0,0.21279,0,0,0,0,0,0,0,-0.33637,-0,0,-0.13395,-0,-0.11008,-0,-0,0.15423,-0,-0.026698,-0,0,0,-0,0.46111,-0,-0,-0.011953,-0.062558,-0.086703,0,-0,-0.066532,-0.013555,0.10977,-0.22874,0,0,-0.041326,-0,-0.049011,-0.015174,0.29831,-0.20962,-0,-0,0.037218,-0.24018,-0,-0,-0,-0.0054959,0.1627,-0,-0.4364,-0.19294,-0,-0.37792,-0,-0,-0,-0,-0
-0,-0.027148,0,-0.16912,0,-0.082044,0,-0.085405,-0.085971,-0.12267,0,0,2.2328,-0.089089,0.10427,0,0.01142,-0.07155,0,-0,0,-0,0,-0,-0.40861,0,0,0,-0,0,-0.097906,0,-0.2292,0,-0.24562,-0,0,0.1683,0,-0,0.0012483,-0,-0.08512,-0,-0,-0.27998,0.13697,-0,-0,-0,0,0.19631,-0.54118,0.25287,-0,0,0.37955,-0,0.020131,-0,-0,-0,0,-0,-0,0,0.081758,-0,-0,-0,-0.10515,-0,-0,-0.37283,-0,0,0.070238,0.17458,-0,-0,-0,-0
0,-0,-0.0044334,-0,0,0,0,-0,-0.14017,0,-0.11353,0,-0.089089,1.1251,0,0,0,-0.034426,0,0,0,0,0,0.11553,-0.037761,0,0,0,0,-0.068715,-0.15639,0,-0.057517,0,0,0,-0.036613,0.14425,-0.018569,0,0.032772,0,0.0054146,0,0,0,0,0.065167,0.11488,0,0,0,0,0,0,0,0,0,-0.085606,-0,0,0.29992,-0,0.044989,-0.19387,-0,0,0,0.18178,-0,0,0.068838,-0.052134,0,0,-0.03943,-0,0,-0,0,-0,-0
0,0.057915,0,0,-0.0057458,0,0,0,0,0,-0.041547,0,0.10427,0,2.7494,0,0,0,-0.070209,-0,-0.099668,-0.23728,0,0.5135,0,-0.16107,0,0.067694,-0.20103,0,0.29821,-0,0,0,0,0.11184,-0,-0.08435,-0,-0,-0,0,0.050044,-0,-0,0.53835,-0.1473,-0.031055,-0,-0,-0,-0.28135,-0,-0,-0.12,0,0,-0,-0,-0,0.074111,-0,0.3562,-0.4917,-0,-0,-0,-0,-0,0.017025,-0,-0,-0,0,-0.0071131,-0,-0,-0,-0,0,0.26369,-0.21197
0,-0.053268,0.061612,0,0,0,0.040492,0,0,0,0,0.01798,0,0,0,1.9983,0,0.19376,0,0.18837,-0,0,0,0,-0,0.048459,-0.22757,0,-0,0.010894,-0,0,-0,-0.34944,-0,-0,-0.025381,-0,-0,-0.048424,-0.314,-0.18614,0,-0.17256,-0,-0,0,0.047771,0.008436,0,0,0,-0,0,-0,0,-0,0,-0,0,0.086618,0,-0,-0,-0.24186,0,-0.1061,-0,0,0.023363,0.24673,-0,0.25803,0.28614,-0.23534,-0.058136,-0,0.18611,0.20404,0,-0,-0
-0.0067737,-0,0,-0,0,0.27888,0,0,0.092594,0.05572,-0,0,0.01142,0,0,0,1.4435,0,0,-0.028552,0.03381,-0.014401,0.10099,0,0,0.15889,-0.011972,-0.067057,0.054684,-0.24192,0.10641,-0.044024,-0.047642,0,0,-0,-0,-0,0.30683,0.20832,0.050296,0.040508,-0,0.11833,0,0.087513,-0,-0.27944,0,0.0046177,0,0,0.38457,-0.062562,0.093221,0,0.091425,-0,0,0.078994,0,-0.0037114,0,-0,-0.049689,-0,-0,0,0.15499,-0,0,-0,-0,-0,-0,0.10505,-0,-0,0,0,-0.032699,0
0.014309,-0,-0,-0,0,0,-0.73455,-0.050698,-0.23123,-0,-0,0,-0.07155,-0.034426,0,0.19376,0,2.3655,0,0,0.066671,0,0,0,-0,0,0,0,-0.46349,-0.16632,0,-0.0067209,0,-0.049767,-0.14195,0.061252,0,0.099312,-0,0,-0,-0,-0,0,-0.1329,-0.14361,-0,0,0,-0.1014,0.29889,0,-0,-0.13076,0,0,0,0,0,0.15685,-0.50628,0.095313,0.2718,0,0.15787,0.17927,0.15386,-0.061042,0.068434,-0,-0,-0,-0,-0,-0,0,0.056422,-0,-0,-0.00098864,0,-0
